date_scraped,url,lat,lon,address,city,state,zip,price,beds,baths,half_baths,sq_ft,sqft_lot,acres_lot,status,price_sq_ft,on_realtor,type,built,style,description
03/31/2019,https://www.realtor.com/realestateandhomes-detail/9700-Audubon-Pl_Dallas_TX_75220_M84090-39171,32.873908,-96.826402,9700 Audubon Pl,Dallas,TX,75220.0,4750000.0,5.0,7.0,1.0,11508.0,,1.01,Active,413,496 days,Single Family Home,2002.0,,"Gated classic Mediterranean estate built by Nickey Oates on a meticulously landscaped corner acre lot in Old Preston Hollow. Downstairs master w FP and new separate bath areas with custom closets; high ceilings throughout. Formal living area w FP, elegant dining room with FP, gourmet kitchen with private desk area; opens into breakfast room with patio and yard with gardens for morning coffee or evening cocktails and magnificent second LA. 4 bdrms up, 2 are en suite. Grand guest suite with private back staircase entrance w gracious living and dining areas, bedroom & bath. Level 3 is a workout area. Covered logia for entertaining in summer, plus gorgeous pool & outdoor living area surrounded by yard & gardens."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/322-Pecan-Dr_Dallas_TX_75203_M72077-29782,32.746769,-96.79651,322 Pecan Dr Lot 12,Dallas,TX,75203.0,50000.0,,,,,,0.34,Active,,156 days,Land,,,"Price to Sell! This is a great location by downtown Dallas with a beautiful view. It is a total of 4 lots adding up to around 15, 000 sq. There are many different options for investment projects. Land can be used for commercial and business service, retail and personal service, business institution, community service, offices, recreation, storage, wholesale or distribution, utility and public service, industrial, and agriculture. Details attached. Dart train station(Corinth& 8th st) is a walking distance. Dallas Zoo is around 5m drive. 326 Pecan has lot 13 and 322 Pecan has lot 12.There are 2 lots for 1815b 11th street: lots 3 and 4 that are just right below."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/317-Pecan-Dr_Dallas_TX_75203_M83383-29840,32.747483,-96.796509,317 Pecan Dr Lot 5,Dallas,TX,75203.0,40000.0,,,,,,0.65,Active,,155 days,Land,,,"Price to Sell! This is a great location by downtown Dallas with a beautiful view. It is a total of 8 lots adding up to around 28, 396 sq. There are many different options for investment projects. Land can be used for commercial and business service, retail and personal service, business institution, community service, offices, recreation, storage, wholesale or distribution, utility and public service, industrial, and agriculture. Details attached. Dart train station(Corinth& 8th st) is a walking distance. Dallas Zoo is around 5m drive. 317 Pecan has lot 8, 323 pecan lot 2, 319 pecan lot 1 Block 8 591, 315 pecan lot 8 Block 7 591, 313 pecan lot 7, 311 lot 4, 307 pecan lot 3, 303 pecan lot 1 Block 7 591."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/12120-Marbrook-Dr_Dallas_TX_75230_M81027-89398,32.914028,-96.793851,12120 Marbrook Dr,Dallas,TX,75230.0,,4.0,3.0,,2717.0,,0.39,Sold,No Info,,Single Family Home,1977.0,,", - LOCATION with .39 of an acre with beautiful mature trees. This single story 4 bedroom home is located behind the Cooper Aerobics Center. This house is ready for your updates to make it the home of your dreams. Open floor plan with nice flow, high ceilings. Living room features wall of windows overlooking pool that leads to large grassy area."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/12743-Hornbeam-Dr_Dallas_TX_75243_M89445-46299,32.921681,-96.708208,12743 Hornbeam Dr,Dallas,TX,75243.0,254900.0,3.0,2.0,,2074.0,7449.0,,Pending,123,249 days,Single Family Home,1984.0,,"Fantastic Opportunity to own this Half Duplex in Highly Desired Richardson ISD. Step Inside this Spacious Home featuring Brand NEW Engineered Hardwood Floors, NEW Ceramic Tile, NEW HVAC System & Much More! The Chef in your family will enjoy the Nicely Appointed Kitchen with Granite Countertops, Updated Backsplash, Island and Eat-In Breakfast Area. Oversized Living Room & Versatile Front Room Perfect for Dining or Study! Separate Master & En-Suite includes Separate Vanities, His & Hers Closet, NEW Flooring, NEW Carpet & Updated Shower Tile. Fenced in Backyard, 2 Car Garage & New Wooden Siding! Walking Distance to Elementary & Junior High! Recent Roof and New Hot Water Heater!"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4603-Munger-Ave_Dallas_TX_75204_M79719-57601,32.805457000000004,-96.780464,4603 Munger Ave,Dallas,TX,75204.0,,2.0,2.0,,,,0.36,Sold,No Info,,Multi-Family Home,1964.0,,", - Land play in growing east dallas.15, 750 sq. ft. of land (under apartment complex) and an additional 5, 050 sq. ft. of land on anadjacent lot (behind the parking lot)."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3847-Morningview-Dr_Dallas_TX_75241_M83044-97350,32.678045000000004,-96.75899,3847 Morningview Dr,Dallas,TX,75241.0,149900.0,4.0,2.0,,1582.0,7754.0,,Pending,95,212 days,Single Family Home,1959.0,Traditional,"4 bedroom, 2 bath home remodeled. New carpet in bedrooms and den, wood floors in hallway and living room, tile in the kitchen. Two living areas plus washer and dryer fixture and a dish washer. New fence is installed.Contract fell through. Ready for new owner."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4824-Santa-Fe-Ave_Dallas_TX_75223_M75726-54249,32.792606,-96.761821,4824 Santa Fe Ave,Dallas,TX,75223.0,259900.0,4.0,2.0,1.0,1080.0,7231.0,,Active,241,163 days,Single Family Home,1926.0,Traditional,Nice property close to down town 4 bedrooms and 2 and a half baths plus unfinished room can be used as a fifth bedroom you must see
03/31/2019,https://www.realtor.com/realestateandhomes-detail/7151-Gaston-Ave-Apt-302_Dallas_TX_75214_M85598-92316,32.82642,-96.745323,7151 Gaston Ave Apt 302,Dallas,TX,75214.0,,2.0,2.0,,993.0,,4.49,Sold,No Info,,Condo/Townhome/Row Home/Co-Op,1984.0,,", - Freshly painted, beautiful wood floors installed in June, move-in ready! Well appointed 1 level 2 bedroom corner condo with oversized 1 car garage providing lots of ground and loft storage, in the very heart of Lakewood. Mature trees, community pool, hot tub, and affordable HOA dues make living the dream entirely possible! Terrific community! A wood burning fireplace awaits your return from nearby restaurants, Starbucks, White Rock Lake, Whole Foods, Tom Thumb and Lakewood Country Club. A short drive to downtown, Uptown and Baylor medical campus."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/7727-Verbena-Ct_Dallas_TX_75230_M80185-98050,,,7727 Verbena Ct,Dallas,TX,75230.0,822170.0,4.0,2.0,1.0,2956.0,,,Active,278,496 days,Single Family Home,2017.0,"Contemporary,Modern","HOME FOR THE HOLIDAYS! 4 QUICK MOVE-IN HOMES NEARING COMPLETION. Located in North Dallas-Preston Hollow, steps from the Northaven Trail & the JCC. Verbena consists of 31 spacious, contemporary GREEN homes. Clean lines of stucco volumes & metal hip roofs provide a modern design paired with comfortable indoor & outdoor living. Solar panels & spray foam included. High design quality finishes include quartz countertops & waterfall islands, contemporary back-splash options, home automation system, Delta plumbing hardware, concrete & wood flooring options, soaring vaulted ceilings, 2 car garages & spacious fenced in backyards.Minutes from shopping-dining at Preston Hollow Village, Northpark & Shops At Park Lane."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2915-Fordham-Rd_Dallas_TX_75216_M85898-30501,32.710361999999996,-96.775512,2915 Fordham Rd,Dallas,TX,75216.0,0.0,,,,,,,Off Market,No Info,,Land,,,", -
                      Commercial vacant lot for sale located at 2915 Fordham Rd. Dallas, TX 75216, 15 minutes south of downtown Dallas right off I-45. This lot is located in an area where the city of Dallas has several projects underway. One is the Oak Cliff Deck Park which is being built directly over I-35E near the Dallas Zoo and the other is the Southern Gateway Project, the expansion of I-35E. the total land size of this property is 0.3 Acres - 13, 042 Square feet."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/Dallas_TX_75229_M77675-43237?ex=TX628812319,32.880974,-96.822452,Dallas,TX 75229,,,1495000.0,4.0,4.0,1.0,4406.0,,1.15,Active,339,435 days,Single Family Home,1961.0,,"Absolutely gorgeous & oversized lot available in Northbrook Estates of Old Preston Hollow. The highly sought after lot is offering 1.147 acres & is perfect for a custom build. Easily accessible to all main thorough fairs of Dallas. Making it ideal to commute anywhere you need to go. Whether you looking for a quiet coveted cul-de-sac, acreage, or a great location, Surrey Oaks has everything to offer! Property is being sold as-is and only for dirt value. Please call for more information."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1241-Crownview-Ln_Dallas_TX_75208_M85353-78325,,,1241 Crownview Ln,Dallas,TX,75208.0,342000.0,2.0,2.0,1.0,1315.0,2222.0,,Pending,260,235 days,Single Family Home,2018.0,"Contemporary,Modern","PSW's newest Dallas community, Meridian! Located in happening West Dallas, Meridian is comprised of 53 clifftop urban homes overlooking downtown & the ever-expanding Trinity River Corridor Project's offerings of hike-bike trails, fabulous food, & eclectic seasonal events. Combine this neighborhood energy with home designs that live large in small footprints, & you have an amazing value opportunity for buyers to get more for their dollar than ever before. Standard high efficiency spray foam insulation & optional solar panels equal lower utility bills! Purchase now, pre-construction, and have the opportunity to design your home's color pallet and finishes! First move-in's estimated Winter 2018."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/3845-Hawick-Ln_Dallas_TX_75220_M75345-79309?ex=TX639035055,32.864024,-96.85131,3845 Hawick Ln Lot 9,Dallas,TX,75220.0,250000.0,,,,,9017.0,,Active,,154 days,Land,1949.0,,"Rare opportunity in the highly sought after Midway Hollow, with large lot (60 ft x 151 ft). New construction all around this hot neighborhood. New builds in area $850k and up. New roof, newer HVAC system, and nice wood floors. Seller selling as is, where is. Plenty of room to add additional rooms and bathrooms. ( investor investors builder builders )"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/12100-Garden-Grove-Dr_Dallas_TX_75253_M88882-05882,32.697301,-96.607114,12100 Garden Grove Dr,Dallas,TX,75253.0,1235960.0,,,,,,21.21,Active,,170 days,Land,,,"21.2 Acres zoned for commercial use. Excellent opportunity for savvy investor to purchase with the intent to subdivide and resell as multiple lots or a great commercial pad site for a large company. Leveled land with direct access to Garden Grove, Ravenview also the rear portion of the site has access to another road. See survey for more details. Centrally located acreage, only 10 min away from Downtown Dallas with easy access to I-20, 175, and 635. See the attached aerial video."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1920-Lucille-St_Dallas_TX_75204_M88768-47961,32.801472,-96.786701,1920 Lucille St Lot 5,Dallas,TX,75204.0,149000.0,,,,,3136.0,,Active,,165 days,Land,,,This is a wonderful opportunity to build in a up and coming neighborhood. The lot is 25' wide and 125' deep. The survey is available in Transactions Desk. Please contact the listing agent for more information.
03/31/2019,https://www.realtor.com/realestateandhomes-detail/4208-Live-Oak-St_Dallas_TX_75204_M88502-87248,32.797185999999996,-96.77838,4208 Live Oak St,Dallas,TX,75204.0,750000.0,,,,,,0.33,Active Option Contract,,114 days,Land,,,"14, 308 Sq Ft Commercial Lot Currently Zone PD 298 Subarea 10"
03/31/2019,https://www.realtor.com/realestateandhomes-detail/2803-Pall-Mall-Ave_Dallas_TX_75241_M76166-40657,32.67495,-96.776174,2803 Pall Mall Ave,Dallas,TX,75241.0,187000.0,4.0,2.0,,1730.0,6970.0,,Active Option Contract,108,13 days,Single Family Home,2018.0,,"Welcome to luxury at an affordable price! This open floor plan, new construction is nestled in a quiet neighborhood only minutes from downtown Dallas. This beauty is within walking distance of Miller Family Park, and offers quick access to highway I-20. Some of this home's eye catching features include: decorative and recessed lighting, exterior spot lights, new appliances, granite countertops, custom back splash, crown molding throughout the home, recessed lighting, beautiful laminate flooring, architectural shingles and so much more! You have to see this one for yourself! Information is deemed reliable, however, buyer and buyer's agent to verify all information contained in listing."
03/31/2019,https://www.realtor.com/realestateandhomes-detail/1813-Pennsylvania-Ave_Dallas_TX_75215_M87415-05091,32.761691,-96.773859,1813 Pennsylvania Ave,Dallas,TX,75215.0,38000.0,2.0,,,1037.0,7579.0,,Pending,37,262 days,Single Family Home,1945.0,Traditional,Attention all investors... Get ready to get your best offer ready. We have a fixer upper ready for your creative ideas. This property is in walking distance of the St Philips School and Community Center. Property has a good structure but needs a lot of work... Property is a 2 bedroom 1 bathroom comes with a living area. So don't delay time is of essence and owner will look at all offers. So make your offer today!
03/31/2019,https://www.realtor.com/realestateandhomes-detail/202-Stellariga-Pl_Dallas_TX_75203_M81819-98875,32.749228,-96.817768,202 Stellariga Pl,Dallas,TX,75203.0,179900.0,3.0,2.0,1.0,1482.0,,,Pending,121,496 days,Condo/Townhome/Row Home/Co-Op,2017.0,,"New two and three bedroom town homes with two and one half baths, featuring two car garages, custom kitchen cabinets, luxury stone counter tops in the kitchen, walk in closets, wood plank vinyl flooring on first floor, back yards, custom lighting package. Availability restricted under affordable housing guidelines. Must be approved through Seller's lender."
